repo,created_at,label,title,body
facebook/react,2022-07-24 12:53:21,bug,"[DevTools Bug]: ""Hook parsing failed"" Components tab","### Website or app

https://studio-test-2.netlify.app/

### Repro steps

click ""Components"" tab
click on component
click ""parse hook names""


### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

4.25.0

### Error message (automated)

""Hook parsing failed""

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_"
facebook/react,2022-07-18 06:27:41,bug,"[DevTools Bug] Cannot remove node ""20025"" because no matching node was found in the Store.","### Website or app

https://dev.threemad.com

### Repro steps

On inspecting comment modal

### How often does this bug happen?

Every time

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

4.25.0-336ac8ceb

### Error message (automated)

Cannot remove node ""20025"" because no matching node was found in the Store.

### Error call stack (automated)

```text
at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:26725:43
    at bridge_Bridge.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:24626:22)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:24795:14
    at listener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:54959:39)
```


### Error component stack (automated)

```text
comment
```


### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot remove node  because no matching node was found in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
"
facebook/react,2022-07-07 20:18:39,bug,"[DevTools Bug] Cannot remove node ""1390"" because no matching node was found in the Store.","### Website or app

https://github.com/OfficielSalah/marsamaroc

### Repro steps

1. create account
2. redirect to verify email page
3. copy otp from email
4. paste it in email page
5. redirect login
6. keep redirecting between login page and verify email page

### How often does this bug happen?

Every time

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

4.24.7-7f673317f

### Error message (automated)

Cannot remove node ""1390"" because no matching node was found in the Store.

### Error call stack (automated)

```text
at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:26516:43
    at bridge_Bridge.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:24434:22)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:24603:14
    at listener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:54566:39)
```


### Error component stack (automated)

_No response_

### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot remove node  because no matching node was found in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
"
facebook/react,2022-07-06 23:05:13,bug,Possible Suspense bug,"I think I've trapped a bug where– after React suspends and the data has resolved, React bails out before re-rendered some of the Suspended components. (It's possible the bug is in my Suspense cache logic. I realize I'm working with un-finalized APIs.)

Here is a Loom walk through of the code in question:
https://www.loom.com/share/e356cf5d261e49f4b9f724a123349db9

Here is a Replay recording of the bug with annotations from myself and @Andarist:
https://app.replay.io/recording/cffed6a1-297e-428c-83a6-3a86451d0128

To reproduce the bug directly:
1. Checkout Replay commit [`22a07dbb294e0381d371cb744ac1ea2031edf9d6`](https://github.com/replayio/devtools/commit/22a07dbb294e0381d371cb744ac1ea2031edf9d6)
1. In the main directory run `yarn install`
1. In `packages/bvaughn-architecture-demo` run `yarn dev`
1. Open localhost:3000/tests/object-inspector and scroll down until you see ""Loading..."" (below the entry containing ""htmlElementWithAttributes"")

cc @acdlite who seemed interested in looking into this sometime (obviously no hurry) 😄 "
facebook/react,2022-06-30 06:01:54,bug,"[DevTools Bug] Cannot remove node ""0"" because no matching node was found in the Store.","### Website or app

React Native App

### Repro steps

1. Run react native app
2. npx react-devtools
3. adb reverse tcp:8097 tcp:8097
4. reload the app, this error should come as mentioned below

### How often does this bug happen?

Every time

### DevTools package (automated)

react-devtools-core

### DevTools version (automated)

4.24.7-7f673317f

### Error message (automated)

Cannot remove node ""0"" because no matching node was found in the Store.

### Error call stack (automated)

```text
at /Users/300037427/.npm/_npx/64332/lib/node_modules/react-devtools/node_modules/react-devtools-core/dist/standalone.js:48:333971
    at f.emit (/Users/300037427/.npm/_npx/64332/lib/node_modules/react-devtools/node_modules/react-devtools-core/dist/standalone.js:48:279464)
    at /Users/300037427/.npm/_npx/64332/lib/node_modules/react-devtools/node_modules/react-devtools-core/dist/standalone.js:48:281005
    at /Users/300037427/.npm/_npx/64332/lib/node_modules/react-devtools/node_modules/react-devtools-core/dist/standalone.js:48:667650
    at Array.forEach (<anonymous>)
    at A.e.onmessage (/Users/300037427/.npm/_npx/64332/lib/node_modules/react-devtools/node_modules/react-devtools-core/dist/standalone.js:48:667634)
    at A.t (/Users/300037427/.npm/_npx/64332/lib/node_modules/react-devtools/node_modules/react-devtools-core/dist/standalone.js:39:2838)
    at A.emit (events.js:315:20)
    at e.exports.L (/Users/300037427/.npm/_npx/64332/lib/node_modules/react-devtools/node_modules/react-devtools-core/dist/standalone.js:3:58322)
    at e.exports.emit (events.js:315:20)
```


### Error component stack (automated)

_No response_

### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot remove node  because no matching node was found in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
"
facebook/react,2022-06-23 17:43:19,bug,[DevTools Bug]: Selecting/deselecting boolean from DevTools Component props causing loss of class functions,"### Website or app

https://github.com/a-gehlot/react-error

### Repro steps

1) Install webpack, react, babel with ""npm install"" in terminal. 

2) Bundle app with webpack via ""webpack --watch --mode=developement"" in terminal.

3) Open up ""index.html"" in Chrome and open React DevTools. Under Components, there should be a Dog component within a Person component, where the Person is passed as a prop to the Dog.

4) Under Dog props, there should be a person object with a value of present being true. If you click the button, the value of present should change to false, the number should switch to 0, and the checkbox should get deselected. However, if you manually select the checkbox to change between true/false, the prop seems to lose its prototype references to the original JS class, as an error stating it cannot find the function will be shown.

https://user-images.githubusercontent.com/52260394/175361370-b6ff5dea-788f-4564-a279-57e3cae11a4d.mov

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_"
facebook/react,2022-06-07 23:04:48,bug,"[DevTools Bug] Cannot remove node ""1168"" because no matching node was found in the Store.","### Website or app

1

### Repro steps

1

### How often does this bug happen?

Often

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

4.24.7-7f673317f

### Error message (automated)

Cannot remove node ""1168"" because no matching node was found in the Store.

### Error call stack (automated)

```text
at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:26516:43
    at bridge_Bridge.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:24434:22)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:24603:14
    at listener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:54566:39)
```


### Error component stack (automated)

```text
1
```


### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot remove node  because no matching node was found in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
"
facebook/react,2022-05-26 22:56:27,bug,[DevTools Bug]: Component tree panel becomes unresponsive after clicking on a few components,"### Website or app

Multiple; but you can check at https://react-bootstrap.github.io/

### Repro steps

1. Access a website in Chrome that uses React.
2. Open Chrome Developer Tools
3. Open the React Developer Tools Components tab/panel
4. Click on 5 - 10 components in the component tree individually to inspect them

Notes: 

- This started happening on all React-based websites after updating to Chrome Version 102.0.5005.61 on my work MacBook (x86_64) and my personal MacBook (arm64). Reverting back to Chrome 100 seems to help.
- I had a co-worker test as well, with the same result.
- You can still select individual components using the picker, even after the panel locks up.
- The lock-up seems to happen quicker when `Expand component tree by default` is selected in the `Components` tab in the panel settings, but will still lock up if you manually expand enough components.

### How often does this bug happen?

Every time

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

4.24.6 (5/12/2022)

### Error message (automated)

None

### Error call stack (automated)

N/A

### Error component stack (automated)

N/A

### GitHub query string (automated)

N/A"
facebook/react,2022-05-23 20:29:50,bug,"[DevTools Bug]: ""Reload and profile"" aways disabled on Timeline tab","### Website or app

beta.reactjs.org (local development)

### Repro steps

1. https://github.com/reactjs/reactjs.org/tree/main/beta
2. `yarn dev`

""Reload and profile"" is enabled for Flamegraph:

<img width=""724"" alt=""Screenshot 2022-05-23 at 21 28 07"" src=""https://user-images.githubusercontent.com/810438/169900687-7c62d7c5-34ad-43c0-b1fa-ca45c8e16dba.png"">

But disabled for Timeline:

<img width=""671"" alt=""Screenshot 2022-05-23 at 21 28 12"" src=""https://user-images.githubusercontent.com/810438/169900693-ba60f1f4-3b37-4141-993a-70bac5647b01.png"">

And yet I can ""reload and profile"" in Flamegraph, then switch to Timeline and it works. So this doesn't add up.

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_"
facebook/react,2022-05-14 15:57:43,bug,"[DevTools Bug] Cannot add node ""1"" because a node with that id is already in the Store.","### Website or app

[expo init](https://codesandbox.io/s/new)

### Repro steps

All you have to do is use 'expo init' or 'npx create-react-native-app' and make a fresh app with a blank template. When I open it with 'expo start' or 'npm start' I get this message every time in the debugger.

When I press the 'dismiss' button, I get a box that says:
'Unsupported DevTools backend version
You are running react-devtools version 4.14.0-d0ec283819.
This requires bridge protocol version 1. However the current backend version uses bridge protocol version 2.
To fix this, upgrade the DevTools NPM package: npm i -g react-devtools@^4.22.0'

I follow all the steps I can find to solve the issue (including yarn resolutions, updating node.js and packages, etc.) but nothing works at all.

I cannot initialize new apps without getting the error. I really want this debugger to work again.

### How often does this bug happen?

Every time

### DevTools package (automated)

react-devtools-core

### DevTools version (automated)

4.14.0-d0ec283819

### Error message (automated)

Cannot add node ""1"" because a node with that id is already in the Store.

### Error call stack (automated)

```text
at G:\\Workspace\\rn-debugger-windows-x64\\resources\\app.asar\\node_modules\\react-devtools-core\\dist\\standalone.js:48:140545
    at c.emit (G:\\Workspace\\rn-debugger-windows-x64\\resources\\app.asar\\node_modules\\react-devtools-core\\dist\\standalone.js:48:89515)
    at G:\\Workspace\\rn-debugger-windows-x64\\resources\\app.asar\\node_modules\\react-devtools-core\\dist\\standalone.js:48:90986
    at G:\\Workspace\\rn-debugger-windows-x64\\resources\\app.asar\\node_modules\\react-devtools-core\\dist\\standalone.js:48:347787
    at Array.forEach (<anonymous>)
    at S.Gc.e.onmessage (G:\\Workspace\\rn-debugger-windows-x64\\resources\\app.asar\\node_modules\\react-devtools-core\\dist\\standalone.js:48:347771)
    at S.n (G:\\Workspace\\rn-debugger-windows-x64\\resources\\app.asar\\node_modules\\react-devtools-core\\dist\\standalone.js:40:3009)
    at S.emit (events.js:315:20)
    at e.exports.P (G:\\Workspace\\rn-debugger-windows-x64\\resources\\app.asar\\node_modules\\react-devtools-core\\dist\\standalone.js:8:9318)
    at e.exports.emit (events.js:315:20)
    at e.exports.dataMessage (G:\\Workspace\\rn-debugger-windows-x64\\resources\\app.asar\\node_modules\\react-devtools-core\\dist\\standalone.js:8:15409)
    at e.exports.getData (G:\\Workspace\\rn-debugger-windows-x64\\resources\\app.asar\\node_modules\\react-devtools-core\\dist\\standalone.js:8:14651)
    at e.exports.startLoop (G:\\Workspace\\rn-debugger-windows-x64\\resources\\app.asar\\node_modules\\react-devtools-core\\dist\\standalone.js:8:12066)
    at e.exports._write (G:\\Workspace\\rn-debugger-windows-x64\\resources\\app.asar\\node_modules\\react-devtools-core\\dist\\standalone.js:8:11421)
    at doWrite (_stream_writable.js:403:12)
    at writeOrBuffer (_stream_writable.js:387:5)
```


### Error component stack (automated)

_No response_

### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot add node  because a node with that id is already in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
"
facebook/react,2022-05-12 16:28:24,bug,[DevTools Bug]: console.log() crashes the app,"### Website or app

Local development

### Repro steps

In order to reproduce it, type `console.log(*any variable or functionality)`
If using console log for printing string, it works with not errors

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_"
facebook/react,2022-05-11 10:41:10,bug,"[DevTools Bug]: When inspecting with DevTools, it fails to select correct react component when there are multiple react-dom instances in the application","### Website or app

https://codesandbox.io/s/jtiw8m

### Repro steps

When using devtools in the linked codesandbox, I am not able to select react components that are rendered by the micro-fe using the inspect tool.

Steps to reproduce:
1. Go to https://jtiw8m.csb.app/ 
2. Open React DevTools and click on Inspect icon with the ""Select an element on the page to inspect it""  tooltip
3. Inspect the component with the pink background and text ""micro-fe example heading""
4. Devtools selects `App` as the component (or if the component type filter is disabled, it selects the `div` where the micro-fe is mounted)

Ideally it would actually select either the `MicroFeRoot` component (or the corresponding html node if the filter is disabled).

I was able to get it working by doing [the following change](https://github.com/facebook/react/compare/main...danielkutt:devtools-microfe-bug) in the `react-devtools-backend/src/backend/agent.js`



### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_"
facebook/react,2022-05-07 00:26:58,bug,[DevTools Bug]: I believe that UI and UX from React DevTools is a big bug,"### Website or app

https://all.apllications.com

### Repro steps

Hello, community! ✌

I have an big question about the React DevTools, why is so different in comparasion with Vue DevTools ? all is more hard...

See the context, indentify the state's, the components.... 😒

In comparasion with Vue DevTools, the React DevToosl don't have a pretty and functional UI and UX. The context's, state's and components don't have a UI ogarnized  to easy indentification. On Vue DevTools there tabs to components, store (context's), events and some other features, see below:

![image](https://user-images.githubusercontent.com/92554215/167229861-13410a8e-74dd-4d6a-9b65-772e1beedbd0.png)

The vuex (context's in React environment)

![image](https://user-images.githubusercontent.com/92554215/167230399-5c5e7cfd-6431-4205-bec8-97a09191e84c.png)

Timeline of events 😍👍👍

![image](https://user-images.githubusercontent.com/92554215/167230442-44e2bbdf-00f6-42f8-aaa8-872c83fab05b.png)



### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_"
facebook/react,2022-04-26 14:07:21,bug,"[DevTools Bug]: TreeContext error: Can't access property ""id"" in undefined","### Website or app

https://app.replay.io/

### Repro steps

Unfortunately I don't know how to reproduce this bug. It was just logged to Sentry.

It seems like there's a logic bug here though:
https://github.com/facebook/react/blob/bd4784c8f8c6b17cf45c712db8ed8ed19a622b26/packages/react-devtools-shared/src/devtools/views/Components/TreeContext.js#L386-L416

If `selectedElementIndex` is null or `elementIndicesWithErrorsOrWarnings` is empty, then `flatIndex` would be 0 still– and this statement would result in an undefined entry:
```js
prevEntry =
  elementIndicesWithErrorsOrWarnings[
    elementIndicesWithErrorsOrWarnings.length - 1
  ];
```

### How often does this bug happen?

Only once

### DevTools package (automated)

react-devtools-inline

### DevTools version (automated)

4.24.4

### Error message (automated)

Error: can't access property ""id"", n is undefined

### Error call stack (automated)

```text
React ErrorBoundary Error: can't access property ""id"", n is undefined
  at TreeContextController(./node_modules/react-devtools-inline/dist/frontend.js:20793:10)
  at SettingsContextController(./node_modules/react-devtools-inline/dist/frontend.js:21419:10)
  at ModalDialogContextController(./node_modules/react-devtools-inline/dist/frontend.js:28526:10)
  at DevTools_DevTools(./node_modules/react-devtools-inline/dist/frontend.js:44535:10)
  at useMemo(./src/ui/components/SecondaryToolbox/ReactDevTools.tsx:269:1)
  at ConnectFunction(./node_modules/react-redux/es/components/connectAdvanced.js:220:22)
  at Redacted(./src/ui/components/Redacted.tsx:5:83)
  at SecondaryToolbox(./src/ui/components/SecondaryToolbox/index.tsx:119:25)
  at useGetShowVideo(./src/devtools/client/shared/components/splitter/SplitBox.tsx:25:37)
```


### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_"
facebook/react,2022-04-23 16:38:15,bug,"[DevTools Bug]: forwardRef components not marked as ""rendered"" if context changed","### Website or app

https://codesandbox.io/s/forwardref-context-change-did-not-render-lpdk4t?file=/src/index.js

### Repro steps

1. Goto https://lpdk4t.csb.app/
1. Start profiling
3. Enter ""a"" into the input
4. Stop profiling
![forwardRef-did-not-render](https://user-images.githubusercontent.com/12292047/164915101-f28f305a-2c51-4b89-8515-da073e5551c9.png)



### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

4.24.3-46a98cff2

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_"
facebook/react,2022-04-21 14:05:31,bug,[DevTools Bug]: Error in event handler: Error: Attempting to use a disconnected port object,"### Website or app

https://codesandbox.io/s/blissful-raman-2on7k2

### Repro steps

1. Create a react app 
```
yarn create react-app test-react
cd test-react
yarn start
```
2. Create `.env.development` file in root.
```
HTTPS=true
PORT=4100
BROWSER=none
```
3. Visit https://localhost:4100/ in Chrome v100.0.4896.127
4. Open React Devtools by inspecting page, some times it shows `Components` tab but in large application it does not show the `Components` tab. If it shows the tab the error message is sent to dev tools every second.
5. See error message in [chrome://extensions/](chrome://extensions/)
6. This is not reproducible in Firefox v99.0.1.

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

`4.24.3 (3/30/2022)`

### Error message (automated)

`Error in event handler: Error: Attempting to use a disconnected port object`

### Error call stack (automated)
`build/background.js:139 (lOne)`

```
/******/ (function(modules) { // webpackBootstrap
/******/ 	// The module cache
/******/ 	var installedModules = {};
/******/
/******/ 	// The require function
/******/ 	function __webpack_require__(moduleId) {
/******/
/******/ 		// Check if module is in cache
/******/ 		if(installedModules[moduleId]) {
/******/ 			return installedModules[moduleId].exports;
/******/ 		}
/******/ 		// Create a new module (and put it into the cache)
/******/ 		var module = installedModules[moduleId] = {
/******/ 			i: moduleId,
/******/ 			l: false,
/******/ 			exports: {}
/******/ 		};
/******/
/******/ 		// Execute the module function
/******/ 		modules[moduleId].call(module.exports, module, module.exports, __webpack_require__);
/******/
/******/ 		// Flag the module as loaded
/******/ 		module.l = true;
/******/
/******/ 		// Return the exports of the module
/******/ 		return module.exports;
/******/ 	}
/******/
/******/
/******/ 	// expose the modules object (__webpack_modules__)
/******/ 	__webpack_require__.m = modules;
/******/
/******/ 	// expose the module cache
/******/ 	__webpack_require__.c = installedModules;
/******/
/******/ 	// define getter function for harmony exports
/******/ 	__webpack_require__.d = function(exports, name, getter) {
/******/ 		if(!__webpack_require__.o(exports, name)) {
/******/ 			Object.defineProperty(exports, name, { enumerable: true, get: getter });
/******/ 		}
/******/ 	};
/******/
/******/ 	// define __esModule on exports
/******/ 	__webpack_require__.r = function(exports) {
/******/ 		if(typeof Symbol !== 'undefined' && Symbol.toStringTag) {
/******/ 			Object.defineProperty(exports, Symbol.toStringTag, { value: 'Module' });
/******/ 		}
/******/ 		Object.defineProperty(exports, '__esModule', { value: true });
/******/ 	};
/******/
/******/ 	// create a fake namespace object
/******/ 	// mode & 1: value is a module id, require it
/******/ 	// mode & 2: merge all properties of value into the ns
/******/ 	// mode & 4: return value when already ns object
/******/ 	// mode & 8|1: behave like require
/******/ 	__webpack_require__.t = function(value, mode) {
/******/ 		if(mode & 1) value = __webpack_require__(value);
/******/ 		if(mode & 8) return value;
/******/ 		if((mode & 4) && typeof value === 'object' && value && value.__esModule) return value;
/******/ 		var ns = Object.create(null);
/******/ 		__webpack_require__.r(ns);
/******/ 		Object.defineProperty(ns, 'default', { enumerable: true, value: value });
/******/ 		if(mode & 2 && typeof value != 'string') for(var key in value) __webpack_require__.d(ns, key, function(key) { return value[key]; }.bind(null, key));
/******/ 		return ns;
/******/ 	};
/******/
/******/ 	// getDefaultExport function for compatibility with non-harmony modules
/******/ 	__webpack_require__.n = function(module) {
/******/ 		var getter = module && module.__esModule ?
/******/ 			function getDefault() { return module['default']; } :
/******/ 			function getModuleExports() { return module; };
/******/ 		__webpack_require__.d(getter, 'a', getter);
/******/ 		return getter;
/******/ 	};
/******/
/******/ 	// Object.prototype.hasOwnProperty.call
/******/ 	__webpack_require__.o = function(object, property) { return Object.prototype.hasOwnProperty.call(object, property); };
/******/
/******/ 	// __webpack_public_path__
/******/ 	__webpack_require__.p = ""/build/"";
/******/
/******/
/******/ 	// Load entry module and return exports
/******/ 	return __webpack_require__(__webpack_require__.s = 115);
/******/ })
/************************************************************************/
/******/ ({

/***/ 115:
/***/ (function(module, exports, __webpack_require__) {

""use strict"";
/* global chrome */


const ports = {};
const IS_FIREFOX = navigator.userAgent.indexOf('Firefox') >= 0;
chrome.runtime.onConnect.addListener(function (port) {
  let tab = null;
  let name = null;

  if (isNumeric(port.name)) {
    tab = port.name;
    name = 'devtools';
    installContentScript(+port.name);
  } else {
    tab = port.sender.tab.id;
    name = 'content-script';
  }

  if (!ports[tab]) {
    ports[tab] = {
      devtools: null,
      'content-script': null
    };
  }

  ports[tab][name] = port;

  if (ports[tab].devtools && ports[tab]['content-script']) {
    doublePipe(ports[tab].devtools, ports[tab]['content-script']);
  }
});

function isNumeric(str) {
  return +str + '' === str;
}

function installContentScript(tabId) {
  chrome.tabs.executeScript(tabId, {
    file: '/build/contentScript.js'
  }, function () {});
}

function doublePipe(one, two) {
  one.onMessage.addListener(lOne);

  function lOne(message) {
    two.postMessage(message);
  }

  two.onMessage.addListener(lTwo);

  function lTwo(message) {
    one.postMessage(message);
  }

  function shutdown() {
    one.onMessage.removeListener(lOne);
    two.onMessage.removeListener(lTwo);
    one.disconnect();
    two.disconnect();
  }

  one.onDisconnect.addListener(shutdown);
  two.onDisconnect.addListener(shutdown);
}

function setIconAndPopup(reactBuildType, tabId) {
  chrome.browserAction.setIcon({
    tabId: tabId,
    path: {
      '16': 'icons/16-' + reactBuildType + '.png',
      '32': 'icons/32-' + reactBuildType + '.png',
      '48': 'icons/48-' + reactBuildType + '.png',
      '128': 'icons/128-' + reactBuildType + '.png'
    }
  });
  chrome.browserAction.setPopup({
    tabId: tabId,
    popup: 'popups/' + reactBuildType + '.html'
  });
}

function isRestrictedBrowserPage(url) {
  return !url || new URL(url).protocol === 'chrome:';
}

function checkAndHandleRestrictedPageIfSo(tab) {
  if (tab && isRestrictedBrowserPage(tab.url)) {
    setIconAndPopup('restricted', tab.id);
  }
} // update popup page of any existing open tabs, if they are restricted browser pages.
// we can't update for any other types (prod,dev,outdated etc)
// as the content script needs to be injected at document_start itself for those kinds of detection
// TODO: Show a different popup page(to reload current page probably) for old tabs, opened before the extension is installed


if (!IS_FIREFOX) {
  chrome.tabs.query({}, tabs => tabs.forEach(checkAndHandleRestrictedPageIfSo));
  chrome.tabs.onCreated.addListener((tabId, changeInfo, tab) => checkAndHandleRestrictedPageIfSo(tab));
} // Listen to URL changes on the active tab and update the DevTools icon.


chrome.tabs.onUpdated.addListener((tabId, changeInfo, tab) => {
  if (IS_FIREFOX) {
    // We don't properly detect protected URLs in Firefox at the moment.
    // However we can reset the DevTools icon to its loading state when the URL changes.
    // It will be updated to the correct icon by the onMessage callback below.
    if (tab.active && changeInfo.status === 'loading') {
      setIconAndPopup('disabled', tabId);
    }
  } else {
    // Don't reset the icon to the loading state for Chrome or Edge.
    // The onUpdated callback fires more frequently for these browsers,
    // often after onMessage has been called.
    checkAndHandleRestrictedPageIfSo(tab);
  }
});
chrome.runtime.onMessage.addListener((request, sender) => {
  var _request$payload, _ports$id;

  const tab = sender.tab;

  if (tab) {
    const id = tab.id; // This is sent from the hook content script.
    // It tells us a renderer has attached.

    if (request.hasDetectedReact) {
      // We use browserAction instead of pageAction because this lets us
      // display a custom default popup when React is *not* detected.
      // It is specified in the manifest.
      setIconAndPopup(request.reactBuildType, id);
    } else {
      switch ((_request$payload = request.payload) === null || _request$payload === void 0 ? void 0 : _request$payload.type) {
        case 'fetch-file-with-cache-complete':
        case 'fetch-file-with-cache-error':
          // Forward the result of fetch-in-page requests back to the extension.
          const devtools = (_ports$id = ports[id]) === null || _ports$id === void 0 ? void 0 : _ports$id.devtools;

          if (devtools) {
            devtools.postMessage(request);
          }

          break;
      }
    }
  }
});

/***/ })

/******/ });
```

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_"
facebook/react,2022-04-13 19:42:01,bug,"[DevTools Bug] Cannot add child ""foo"" to parent ""bar"" because parent node was not found in the Store.","### Website or app

https://github.com/abybaddi009/react-bug-report

### Repro steps

Steps to reproduce:

1. Install all dependencies
2. Run the project with `npm start`
3. Navigate to http://localhost:3000/login
4. Enter any number into _phone number_ and click on **GET OTP**.
5. Enter any number into the text boxes and click on **SIGN IN**.
6. Allow access to location.
7. Check the Dev Tools for the error


### How often does this bug happen?

Every time

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

4.24.3-46a98cff2

### Error message (automated)

Cannot add child ""986"" to parent ""985"" because parent node was not found in the Store.

### Error call stack (automated)

```text
emit@moz-extension://33a37ecb-24c1-4ab5-9400-2d8a276f2472/build/main.js:24430:22
bridge_Bridge/this._wallUnlisten<@moz-extension://33a37ecb-24c1-4ab5-9400-2d8a276f2472/build/main.js:24599:14
listener@moz-extension://33a37ecb-24c1-4ab5-9400-2d8a276f2472/build/main.js:54423:41
```


### Error component stack (automated)

_No response_

### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot add child  to parent  because parent node was not found in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
"
facebook/react,2022-04-07 20:49:39,bug,Console dimming on second StrictMode render forces string cast,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version: 18.0.0 (congrats on the release ☺️)

## Steps To Reproduce

1. During rendering of a component, log something that doesn't naturally cast to a string (e.g., `console.log(new Set())`).
2. Wrap the tree in `StrictMode`.
3. Observe the console.

Link to code example: https://codesandbox.io/s/magical-roman-wyeud7?file=/src/App.js

Note that the console dimming isn't applied to the inline CodeSandbox dev tools, so to see the issue, you need to visit the ""fullscreen view"" here: https://wyeud7.csb.app

## The current behavior

In Chrome:

<img width=""479"" alt=""Screen Shot 2022-04-07 at 4 19 09 PM"" src=""https://user-images.githubusercontent.com/1158733/162289676-bb6ba95f-4f85-4ce3-a179-10dfed3d5ad1.png"">

As expected, there are two console logs, one dimmed. Unfortunately, the way that the dimming works forces the second log to be serialized to a string. This has two issues:
1. It can result in two of the ""same"" logs looking very ""different"" from each other, which is confusing to developers. For example, in the screenshot above, it's pretty surprising that those two console lines occur from the same `console.log` call.
2. It prevents browser dev tools introspection. This can make it inconvenient or impossible to compare the two values if the string cast doesn't include the value, as in the screenshot above. This is problematic because a key use case of printing both values is to check whether they're the same.

You can kind of work around the second issue by writing your own string cast at the log callsite, but you lose the DX of introspection, which is pretty unfortunate especially in the case of large/deeply-nested objects, etc. Easier to compare two native console values than two `JSON.stringify` dumps.

## The expected behavior

While there is a new (appreciated!) dev tools option to suppress logging for the second render entirely, there is no way to disable the dimming feature.

Any of the following options would solve the issue:
1. Provide a dev tools option to disable dimming.
2. Remove the dimming feature entirely. (So that both logs are always printed the same way.)
3. Update the dimming implementation so that it doesn't force a string cast. (Guessing this isn't possible.)
4. Improve serialization of complex values. (IMO this isn't a great option because it doesn't solve the issue of consistency/confusion, but it would be better than the current behavior if all other options are ruled out.)

Thanks for considering."
